_key;code;name;division;lat;lng;parent
LK-33;LK-33;Hambantŏṭa;district;6.123861;81.12053700000001;LK-3
LK-41;LK-41;Yāpanaya;district;9.668333;80.006393;LK-4
LK-13;LK-13;Kaḷutara;district;6.579224;79.96472900000003;LK-1
LK-21;LK-21;Mahanuvara;district;7.2969611;80.63845279999998;LK-2
LK-92;LK-92;Kægalla;district;;;LK-9
LK-42;LK-42;Kilinŏchchi;district;9.3833333;80.39999999999998;LK-4
LK-61;LK-61;Kuruṇægala;district;;;LK
LK-43;LK-43;Mannārama;district;8.977572;79.90933999999993;LK-4
LK-22;LK-22;Mātale;district;7.467817;80.62415299999998;LK-2
LK-32;LK-32;Mātara;district;5.949305;80.535347;LK-3
LK-82;LK-82;Mŏṇarāgala;district;6.8694032;81.34544170000004;LK-8
LK-45;LK-45;Mulativ;district;9.2670911;80.81424800000002;LK-4
LK-23;LK-23;Nuvara Ĕliya;district;6.8135562;80.78272820000007;LK-2
LK-72;LK-72;Pŏḷŏnnaruva;district;7.932857;81.00808699999993;LK-7
LK-62;LK-62;Puttalama;district;8.0341667;79.83527779999997;LK
LK-91;LK-91;Ratnapura;district;6.693124;80.386436;LK-9
LK-53;LK-53;Trikuṇāmalaya;district;8.569151;81.23290999999995;LK-5
LK-44;LK-44;Vavuniyāva;district;;;LK-4
LR;LR;Liberia;country;6.428055;-9.429498999999964;
LR-BM;LR-BM;Bomi;county;;;LR
LR-BG;LR-BG;Bong;county;;;LR
LR-GB;LR-GB;Grand Bassa;county;;;LR
LR-CM;LR-CM;Grand Cape Mount;county;;;LR
LR-GG;LR-GG;Grand Gedeh;county;;;LR
LR-GK;LR-GK;Grand Kru;county;;;LR
LR-LO;LR-LO;Lofa;county;;;LR
LR-MG;LR-MG;Margibi;county;;;LR
LR-MY;LR-MY;Maryland;county;39.0457549;-76.6412712;LR
LR-MO;LR-MO;Montserrado;county;37.9642529;-91.8318334;LR
LR-NI;LR-NI;Nimba;county;;;LR
LR-RI;LR-RI;Rivercess;county;;;LR
LR-SI;LR-SI;Sinoe;county;;;LR
LS;LS;Lesotho;country;-29.609988;28.233608000000004;
LS-D;LS-D;Berea;district;-29.268854;27.610860000000002;LS
LS-B;LS-B;Butha-Buthe;district;-28.7639833;28.24807720000001;LS
LS-C;LS-C;Leribe;district;-28.872497;28.0417238;LS
LS-E;LS-E;Mafeteng;district;-29.8221886;27.23825720000002;LS
LS-A;LS-A;Maseru;district;-29.3141863;27.483263299999976;LS
LS-F;LS-F;Mohale's Hoek;district;-30.1501674;27.471027899999967;LS
LS-J;LS-J;Mokhotlong;district;-29.2916064;29.067345199999977;LS
LS-H;LS-H;Qacha's Nek;district;-30.1186489;28.691630400000008;LS
LS-G;LS-G;Quthing;district;-30.4105544;27.699837500000058;LS
LS-K;LS-K;Thaba-Tseka;district;-29.5212165;28.605094699999995;LS
LT;LT;Lithuania;country;55.169438;23.88127499999996;
LT-AL;LT-AL;Alytaus Apskritis;county;54.3297496;24.19609319999995;LT
LT-KU;LT-KU;Kauno Apskritis;county;54.9894104;23.717079099999978;LT
LT-KL;LT-KL;Klaipėdos Apskritis;county;55.6686983;21.424137299999984;LT
LT-MR;LT-MR;Marijampolės Apskritis;county;54.557812;23.34981240000002;LT
LT-PN;LT-PN;Panevėžio Apskritis;county;55.8051868;24.016592599999967;LT
LT-SA;LT-SA;Šiaulių Apskritis;county;55.9721456;23.033236999999986;LT
LT-TA;LT-TA;Tauragés Apskritis;county;55.4050846;22.573037200000044;LT
LT-TE;LT-TE;Telšių Apskritis;county;55.9884349;22.243248600000015;LT
LT-UT;LT-UT;Utenos Apskritis;county;55.5003184;25.608860700000037;LT
LT-VL;LT-VL;Vilniaus Apskritis;county;54.7732578;25.586711299999934;LT
LU;LU;Luxembourg;country;49.6100036;6.129595999999992;
LU-D;LU-D;Diekirch;district;49.8692938;6.1581098999999995;LU
LU-G;LU-G;Grevenmacher;district;49.679084;6.441624300000058;LU
LU-L;LU-L;Luxembourg;district;49.6100036;6.129595999999992;LU
LV;LV;Latvia;country;56.879635;24.60318899999993;
LV-AI;LV-AI;Aizkraukle;district;56.6043878;25.255508899999995;LV
LV-AL;LV-AL;Alūksne;district;57.4205201;27.048654199999987;LV
LV-BL;LV-BL;Balvi;district;57.1298687;27.263866000000007;LV
LV-BU;LV-BU;Bauska;district;56.4042788;24.193797399999994;LV
LV-CE;LV-CE;Cēsis;district;57.3126949;25.2754142;LV
LV-DA;LV-DA;Daugavpils;district;55.8753064;26.535756200000037;LV
LV-DO;LV-DO;Dobele;district;56.6244108;23.280162399999995;LV
LV-GU;LV-GU;Gulbene;district;57.1745802;26.756591500000013;LV
LV-JK;LV-JK;Jēkabpils;district;56.4988657;25.857245499999976;LV
LV-JL;LV-JL;Jelgava;district;56.6484159;23.713940999999977;LV
LV-KR;LV-KR;Krāslava;district;55.8951331;27.16508859999999;LV
LV-KU;LV-KU;Kuldīga;district;56.9759104;21.95696350000003;LV
LV-LE;LV-LE;Liepāja;district;56.4893335;21.011582699999963;LV
LV-LM;LV-LM;Limbaži;district;57.511556;24.71928159999993;LV
LV-LU;LV-LU;Ludza;district;56.545137;27.727037900000028;LV
LV-MA;LV-MA;Madona;district;56.8553451;26.214578399999937;LV
LV-OG;LV-OG;Ogre;district;56.8176364;24.614343899999994;LV
LV-PR;LV-PR;Preiļi;district;56.2938383;26.724320199999966;LV
LV-RE;LV-RE;Rēzekne;district;56.5076359;27.336576700000023;LV
LV-RI;LV-RI;Rīga;district;56.9465363;24.104850299999953;LV
LV-SA;LV-SA;Saldus;district;56.6633003;22.48792100000003;LV
LV-TA;LV-TA;Talsi;district;57.2455638;22.584822900000063;LV
LV-TU;LV-TU;Tukums;district;56.9668778;23.15338159999999;LV
LV-VK;LV-VK;Valka;district;57.7750697;26.01007340000001;LV
LV-VM;LV-VM;Valmiera;district;57.5433884;25.42975660000002;LV
LV-VE;LV-VE;Ventspils;district;57.3949981;21.59262609999996;LV
LV-DGV;LV-DGV;Daugavpils;city;55.8753064;26.535756200000037;LV
LV-JEL;LV-JEL;Jelgava;city;56.6484159;23.713940999999977;LV
LV-JUR;LV-JUR;Jūrmala;city;56.9681536;23.77052739999999;LV
LV-LPX;LV-LPX;Liepāja;city;56.4893335;21.011582699999963;LV
LV-REZ;LV-REZ;Rēzekne;city;56.5076359;27.336576700000023;LV
LV-RIX;LV-RIX;Rīga;city;56.9465363;24.104850299999953;LV
LV-VEN;LV-VEN;Ventspils;city;57.3949981;21.59262609999996;LV
LY;LY;Libya;country;26.3351;17.228331000000026;
LY-BU;LY-BU;Al Buţnān;popularates;32.1466667;23.80777779999994;LY
LY-JA;LY-JA;Al Jabal al Akhḑar;popularates;32.3182314;-86.90229799999997;LY
LY-JG;LY-JG;Al Jabal al Gharbī;popularates;32.3182314;-86.90229799999997;LY
LY-JI;LY-JI;Al Jifārah;popularates;27.5166667;16.899999999999977;LY
LY-JU;LY-JU;Al Jufrah;popularates;32.3182314;-86.90229799999997;LY
LY-KF;LY-KF;Al Kufrah;popularates;24.1833333;23.28333329999998;LY
LY-MJ;LY-MJ;Al Marj;popularates;32.5;20.829999999999927;LY
LY-MB;LY-MB;Al Marqab;popularates;32.3182314;-86.90229799999997;LY
LY-WA;LY-WA;Al Wāḩāt;popularates;29.8166667;23.200000000000045;LY
LY-NQ;LY-NQ;An Nuqaţ al Khams;popularates;;;LY
LY-ZA;LY-ZA;Az Zāwiyah;popularates;32.7630282;12.736496200000033;LY
LY-BA;LY-BA;Banghāzī;popularates;32.1166667;20.06666670000004;LY
LY-DR;LY-DR;Darnah;popularates;32.763821;22.639239999999972;LY
LY-GT;LY-GT;Ghāt;popularates;24.964359;10.16754000000003;LY
LY-JB;LY-JB;Jaghbūb;popularates;29.7425;24.516944400000057;LY
LY-MI;LY-MI;Mişrātah;popularates;32.374298;15.094920000000002;LY
LY-MQ;LY-MQ;Murzuq;popularates;25.91626;13.918180000000007;LY
LY-NL;LY-NL;Nālūt;popularates;;;LY
LY-SB;LY-SB;Sabhā;popularates;;;LY
LY-SR;LY-SR;Surt;popularates;31.20528;16.588369000000057;LY
LY-TB;LY-TB;Ţarābulus;popularates;;;LY
LY-WD;LY-WD;Wādī al Ḩayāt;popularates;;;LY
LY-WS;LY-WS;Wādī ash Shāţiʾ;popularates;;;LY
MA;MA;Morocco;country;31.791702;-7.092620000000011;
MA 09;MA 09;Chaouia-Ouardigha;economic region;33.7922157;-7.156750999999986;MA
MA 10;MA 10;Doukhala-Abda;economic region;33.2537888;-8.504250899999988;MA
MA 05;MA 05;Fès-Boulemane;economic region;33.3625159;-4.730339700000059;MA
MA 02;MA 02;Gharb-Chrarda-Beni Hssen;economic region;;;MA
MA 08;MA 08;Grand Casablanca;economic region;33.5758966;-7.661135000000058;MA
MA 14;MA 14;Guelmim-Es Smara;economic region;28.979679;-10.061519999999973;MA
MA 15;MA 15;Laâyoune-Boujdour-Sakia el Hamra;economic region;28.03012;-11.161735599999929;MA
MA 04;MA 04;L'Oriental;economic region;;;MA
MA 11;MA 11;Marrakech-Tensift-Al Haouz;economic region;31.6425904;-7.995337800000016;MA
MA 06;MA 06;Meknès-Tafilalet;economic region;;;MA
MA 16;MA 16;Oued ed Dahab-Lagouira;economic region;;;MA
MA 07;MA 07;Rabat-Salé-Zemmour-Zaer;economic region;34.0105058;-6.845586200000071;MA
MA 13;MA 13;Sous-Massa-Draa;economic region;;;MA
MA 12;MA 12;Tadla-Azilal;economic region;31.9669444;-6.569444400000066;MA
MA 01;MA 01;Tanger-Tétouan;economic region;35.7496152;-5.787392299999965;MA
MA 03;MA 03;Taza-Al Hoceima-Taounate;economic region;34.2006843;-4.017927600000007;MA
MA-HAO;MA-HAO;Al Haouz;province;32.3182314;-86.90229799999997;MA 11
MA-HOC;MA-HOC;Al Hoceïma;province;35.249299;-3.93711200000007;MA 03
MA-ASZ;MA-ASZ;Assa-Zag;province;;;MA 14
MA-AZI;MA-AZI;Azilal;province;31.9669444;-6.569444400000066;MA 12
MA-BEM;MA-BEM;Beni Mellal;province;32.3394444;-6.3608332999999675;MA 12
MA-BES;MA-BES;Ben Slimane;province;33.62328;-7.120641999999975;MA 09
MA-BER;MA-BER;Berkane;province;34.9166667;-2.3166667000000416;MA 04
MA-BOD;MA-BOD;Boujdour (EH);province;;;MA 15
MA-BOM;MA-BOM;Boulemane;province;33.3625159;-4.730339700000059;MA 05
MA-CHE;MA-CHE;Chefchaouen;province;35.1713889;-5.269722199999933;MA 01
MA-CHI;MA-CHI;Chichaoua;province;31.54377;-8.76602600000001;MA 11
MA-CHT;MA-CHT;Chtouka-Ait Baha;province;;;MA 13
MA-HAJ;MA-HAJ;El Hajeb;province;33.698101;-5.364786999999978;MA 06
MA-JDI;MA-JDI;El Jadida;province;33.2333333;-8.5;MA 10
MA-ERR;MA-ERR;Errachidia;province;31.9319444;-4.42444439999997;MA 06
MA-ESI;MA-ESI;Essaouira;province;31.5130556;-9.769722199999933;MA 11
MA-ESM;MA-ESM;Es Smara (EH);province;;;MA 14
MA-FIG;MA-FIG;Figuig;province;32.124722;-1.226081000000022;MA 04
MA-GUE;MA-GUE;Guelmim;province;28.979679;-10.061519999999973;MA 14
MA-IFR;MA-IFR;Ifrane;province;33.5333333;-5.116666699999996;MA 06
MA-JRA;MA-JRA;Jrada;province;;;MA 04
MA-KES;MA-KES;Kelaat es Sraghna;province;;;MA 11
MA-KEN;MA-KEN;Kénitra;province;34.264061;-6.578296000000023;MA 02
MA-KHE;MA-KHE;Khemisaet;province;33.8166667;-6.066666700000042;MA 07
MA-KHN;MA-KHN;Khenifra;province;32.9394444;-5.667500000000018;MA 06
MA-KHO;MA-KHO;Khouribga;province;32.8833333;-6.899999999999977;MA 09
MA-LAA;MA-LAA;Laâyoune (EH);province;27.8357399;-12.346387499999992;MA 15
MA-LAP;MA-LAP;Larache;province;35.1833333;-6.149999999999977;MA 01
MA-MED;MA-MED;Médiouna;province;33.4519444;-7.521111099999985;MA 08
MA-MOU;MA-MOU;Moulay Yacoub;province;34.0710096;-5.173186399999963;MA 05
MA-NAD;MA-NAD;Nador;province;35.1666667;-2.9333332999999584;MA 04
MA-NOU;MA-NOU;Nouaceur;province;;;MA 08
MA-OUA;MA-OUA;Ouarzazate;province;30.91987;-6.8935390000000325;MA 13
MA-OUD;MA-OUD;Oued ed Dahab (EH);province;;;MA 16
MA-SAF;MA-SAF;Safi;province;32.310059;-9.236617000000024;MA 10
MA-SEF;MA-SEF;Sefrou;province;33.835737;-4.844277000000034;MA 05
MA-SET;MA-SET;Settat;province;33;-7.616666699999996;MA 09
MA-SIK;MA-SIK;Sidl Kacem;province;;;MA 02
MA-TNT;MA-TNT;Tan-Tan;province;28.4387869;-11.105125899999962;MA 14
MA-TAO;MA-TAO;Taounate;province;34.5358333;-4.639999999999986;MA 03
MA-TAI;MA-TAI;Taourirt;province;34.416667;-2.8999999999999773;MA 04
MA-TAR;MA-TAR;Taroudant;province;30.4669444;-8.879999999999995;MA 13
MA-TAT;MA-TAT;Tata;province;29.742941;-7.972598999999946;MA 14
MA-TAZ;MA-TAZ;Taza;province;34.2238889;-4.0066666999999825;MA 03
MA-TIZ;MA-TIZ;Tiznit;province;29.707649;-9.733338000000003;MA 13
MA-ZAG;MA-ZAG;Zagora;province;30.3305556;-5.8380555999999615;MA 13
MA-AGD;MA-AGD;Agadir-Ida-Outanane;prefecture;30.4210469;-9.604387299999985;MA 13
MA-AOU;MA-AOU;Aousserd;prefecture;;;MA 16
MA-CAS;MA-CAS;Casablanca [Dar el Beïda];prefecture;33.55611;-7.661666999999966;MA 08
MA-FAH;MA-FAH;Fahs-Beni Makada;prefecture;;;MA 01
MA-FES;MA-FES;Fès-Dar-Dbibegh;prefecture;;;MA 05
MA-INE;MA-INE;Inezgane-Ait Melloul;prefecture;30.3616651;-9.532109499999933;MA 13
MA-MMD;MA-MMD;Marrakech-Medina;prefecture;31.6208007;-7.983809699999938;MA 11
MA-MMN;MA-MMN;Marrakech-Menara;prefecture;31.6142404;-8.02061040000001;MA 11
MA-MEK;MA-MEK;Meknès;prefecture;33.883335;-5.519027999999935;MA 06
MA-MOH;MA-MOH;Mohammadia;prefecture;;;MA 08
MA-OUJ;MA-OUJ;Oujda-Angad;prefecture;34.786111;-1.9255560000000287;MA 04
MA-RAB;MA-RAB;Rabat;prefecture;34.015049;-6.832719999999995;MA 07
MA-SAL;MA-SAL;Salé;prefecture;34.0333333;-6.7999999999999545;MA 07
MA-SYB;MA-SYB;Sidi Youssef Ben Ali;prefecture;31.6333333;-8;MA 11
MA-SKH;MA-SKH;Skhirate-Témara;prefecture;;;MA 07
MA-TNG;MA-TNG;Tanger-Assilah;prefecture;35.7666667;-5.7999999999999545;MA 01
MA-TET;MA-TET;Tétouan;prefecture;35.57621;-5.368434999999977;MA 01
MD;MD;Moldova;country;47.411631;28.369885000000068;
MD-GA;MD-GA;Găgăuzia, Unitatea teritorială autonomă;autonomous territorial unit;32.1574351;-82.90712300000001;MD
MD-BA;MD-BA;Bălți;city;;;MD
MD-BD;MD-BD;Tighina;city;46.8751254;29.2454338;MD
MD-CU;MD-CU;Chișinău;city;47.0392872;28.864200600000004;MD
MD-AN;MD-AN;Anenii Noi;district;46.8833333;29.21666670000002;MD
MD-BS;MD-BS;Basarabeasca;district;46.3333333;28.96666670000002;MD
MD-BR;MD-BR;Briceni;district;48.3632022;27.075039800000013;MD
MD-CA;MD-CA;Cahul;district;45.904579;28.19856100000004;MD
MD-CT;MD-CT;Cantemir;district;46.2771742;28.200965300000007;MD
MD-CL;MD-CL;Călărași;district;47.261791;28.324640000000045;MD
MD-CS;MD-CS;Căușeni;district;46.6418;29.409419999999955;MD
MD-CM;MD-CM;Cimișlia;district;46.528858;28.78375099999994;MD
MD-CR;MD-CR;Criuleni;district;47.205249;29.158379999999966;MD
MD-DO;MD-DO;Dondușeni;district;48.243469;27.613831000000005;MD
MD-DR;MD-DR;Drochia;district;48.031247;27.828722999999968;MD
MD-DU;MD-DU;Dubăsari;district;47.266041;29.157159999999976;MD
MD-ED;MD-ED;Edineț;district;48.1666667;27.31666670000004;MD
MD-FA;MD-FA;Fălești;district;47.57621;27.71853999999996;MD
MD-FL;MD-FL;Florești;district;47.8933333;28.301388900000006;MD
MD-GL;MD-GL;Glodeni;district;47.7666667;27.516666699999973;MD
MD-HI;MD-HI;Hîncești;district;46.8166667;28.58333330000005;MD
MD-IA;MD-IA;Ialoveni;district;46.95;28.78333329999998;MD
MD-LE;MD-LE;Leova;district;46.4833333;28.25;MD
MD-NI;MD-NI;Nisporeni;district;47.0833333;28.18333329999996;MD
MD-OC;MD-OC;Ocnița;district;48.41243;27.493052000000034;MD
MD-OR;MD-OR;Orhei;district;47.3833333;28.81666670000004;MD
MD-RE;MD-RE;Rezina;district;47.741718;28.963381000000027;MD
MD-RI;MD-RI;Rîșcani;district;47.950001;27.56628999999998;MD
MD-SI;MD-SI;Sîngerei;district;47.5667466;28.17816670000002;MD
MD-SO;MD-SO;Soroca;district;48.1666667;28.299999999999955;MD
MD-ST;MD-ST;Strășeni;district;47.14204;28.618370000000027;MD
MD-SD;MD-SD;Șoldănești;district;47.8166667;28.799999999999955;MD
MD-SV;MD-SV;Ștefan Vodă;district;46.5153404;29.662445899999966;MD
MD-TA;MD-TA;Taraclia;district;45.9;28.668888899999956;MD
MD-TE;MD-TE;Telenești;district;47.5027778;28.366666699999996;MD
MD-UN;MD-UN;Ungheni;district;47.2166667;27.81666670000004;MD
MD-SN;MD-SN;Stînga Nistrului, unitatea teritorială din;territorial unit;;;MD
ME;ME;Montenegro;country;42.708678;19.37438999999995;
ME-01;ME-01;Andrijevica;municipality;42.7338889;19.791944400000034;ME
ME-02;ME-02;Bar;municipality;42.1;19.100000000000023;ME
ME-03;ME-03;Berane;municipality;42.8472722;19.86941390000004;ME
ME-04;ME-04;Bijelo Polje;municipality;43.037708;19.747930999999994;ME
ME-05;ME-05;Budva;municipality;42.2880556;18.842499999999973;ME
ME-06;ME-06;Cetinje;municipality;42.390888;18.913980000000038;ME
ME-07;ME-07;Danilovgrad;municipality;42.55566;19.105708999999933;ME
ME-08;ME-08;Herceg-Novi;municipality;42.45295;18.53144999999995;ME
ME-09;ME-09;Kolašin;municipality;42.822606;19.51643899999999;ME
ME-10;ME-10;Kotor;municipality;42.4211357;18.767521399999964;ME
ME-11;ME-11;Mojkovac;municipality;42.96;19.579999999999927;ME
ME-12;ME-12;Nikšić;municipality;42.773281;18.94416000000001;ME
ME-13;ME-13;Plav;municipality;42.5955556;19.944999999999936;ME
ME-14;ME-14;Pljevlja;municipality;43.36;19.360000000000014;ME
ME-15;ME-15;Plužine;municipality;43.1541366;18.841037599999936;ME
ME-16;ME-16;Podgorica;municipality;42.442575;19.26864599999999;ME
ME-17;ME-17;Rožaje;municipality;42.8442278;20.167877800000042;ME
ME-18;ME-18;Šavnik;municipality;42.9577803;19.094362700000033;ME
ME-19;ME-19;Tivat;municipality;42.431877;18.71126700000002;ME
ME-20;ME-20;Ulcinj;municipality;41.929722;19.224290999999994;ME
ME-21;ME-21;Žabljak;municipality;43.154541;19.12315000000001;ME
MF;MF;Saint Martin (French part);country;18.08255;-63.05225100000001;
MG;MG;Madagascar;country;-18.766947;46.869106999999985;
MG-T;MG-T;Antananarivo;autonomous province;-18.914872;47.531611999999996;MG
MG-D;MG-D;Antsiranana;autonomous province;-12.2809;49.290858999999955;MG
MG-F;MG-F;Fianarantsoa;autonomous province;-21.4536111;47.08583329999999;MG
MG-M;MG-M;Mahajanga;autonomous province;-15.7166667;46.31666670000004;MG
MG-A;MG-A;Toamasina;autonomous province;-18.1499;49.40230900000006;MG
MG-U;MG-U;Toliara;autonomous province;-23.35;43.66666669999995;MG
MH;MH;Marshall Islands;country;7.131474;171.184478;
MH-L;MH-L;Ralik chain;chains (of islands);8;167;MH
MH-T;MH-T;Ratak chain;chains (of islands);9;171;MH
MH-ALL;MH-ALL;Ailinglaplap;municipality;;;MH-L
MH-ALK;MH-ALK;Ailuk;municipality;;;MH-T
MH-ARN;MH-ARN;Arno;municipality;;;MH-T
MH-AUR;MH-AUR;Aur;municipality;8.141327;171.17312700000002;MH-T
MH-EBO;MH-EBO;Ebon;municipality;4.598557;168.75248299999998;MH-L
MH-ENI;MH-ENI;Enewetak;municipality;;;MH-L
MH-JAB;MH-JAB;Jabat;municipality;;;MH-L
MH-JAL;MH-JAL;Jaluit;municipality;;;MH-L
MH-KIL;MH-KIL;Kili;municipality;;;MH-L
MH-KWA;MH-KWA;Kwajalein;municipality;8.7239267;167.73601540000004;MH-L
MH-LAE;MH-LAE;Lae;municipality;8.925121;166.26951199999996;MH-L
MH-LIB;MH-LIB;Lib;municipality;;;MH-L
MH-LIK;MH-LIK;Likiep;municipality;9.826345;169.30217300000004;MH-T
MH-MAJ;MH-MAJ;Majuro;municipality;7.0687794;171.28211009999995;MH-T
MH-MAL;MH-MAL;Maloelap;municipality;;;MH-T
MH-MEJ;MH-MEJ;Mejit;municipality;;;MH-T
MH-MIL;MH-MIL;Mili;municipality;;;MH-T
MH-NMK;MH-NMK;Namdrik;municipality;;;MH-L
MH-NMU;MH-NMU;Namu;municipality;;;MH-L
MH-RON;MH-RON;Rongelap;municipality;;;MH-L
MH-UJA;MH-UJA;Ujae;municipality;;;MH-L
MH-UTI;MH-UTI;Utirik;municipality;;;MH-T
MH-WTN;MH-WTN;Wotho;municipality;;;MH-L
MH-WTJ;MH-WTJ;Wotje;municipality;;;MH-T
MK;MK;Macedonia;country;41.608635;21.745274999999992;
MK-01;MK-01;Aerodrom;municipality;41.9833333;21.46666670000002;MK
MK-02;MK-02;Aračinovo;municipality;42.0263889;21.561666699999932;MK
MK-03;MK-03;Berovo;municipality;41.71;22.850000000000023;MK
MK-04;MK-04;Bitola;municipality;41.032799;21.34028999999998;MK
MK-05;MK-05;Bogdanci;municipality;41.2030556;22.57555560000003;MK
MK-06;MK-06;Bogovinje;municipality;41.927242;20.905821999999944;MK
MK-07;MK-07;Bosilovo;municipality;41.4389865;22.731599500000016;MK
MK-08;MK-08;Brvenica;municipality;41.9666667;20.983333300000027;MK
MK-09;MK-09;Butel;municipality;43.2090129;-79.86729550000001;MK
MK-77;MK-77;Centar;municipality;41.9698934;21.421626699999933;MK
MK-78;MK-78;Centar Župa;municipality;41.4785278;20.560279300000047;MK
MK-79;MK-79;Čair;municipality;42.0153516;21.445972799999936;MK
MK-80;MK-80;Čaška;municipality;41.647438;21.69141149999996;MK
MK-81;MK-81;Češinovo-Obleševo;municipality;;;MK
MK-82;MK-82;Čučer Sandevo;municipality;42.0974773;21.387717899999984;MK
MK-21;MK-21;Debar;municipality;41.5166667;20.53333329999998;MK
MK-22;MK-22;Debarca;municipality;41.9984317;21.417931700000054;MK
MK-23;MK-23;Delčevo;municipality;41.9666667;22.766666699999973;MK
MK-25;MK-25;Demir Hisar;municipality;41.2213604;21.202528700000016;MK
MK-24;MK-24;Demir Kapija;municipality;41.4051233;22.24138229999994;MK
MK-26;MK-26;Dojran;municipality;41.2208734;22.702166199999965;MK
MK-27;MK-27;Dolneni;municipality;41.4252778;21.454444500000022;MK
MK-28;MK-28;Drugovo;municipality;41.487738;20.93219899999997;MK
MK-17;MK-17;Gazi Baba;municipality;41.978713;21.48415829999999;MK
MK-18;MK-18;Gevgelija;municipality;41.15;22.50999999999999;MK
MK-29;MK-29;Gjorče Petrov;municipality;42.0065434;21.342650700000036;MK
MK-19;MK-19;Gostivar;municipality;41.800911;20.914169000000015;MK
MK-20;MK-20;Gradsko;municipality;41.566667;21.950000000000045;MK
MK-34;MK-34;Ilinden;municipality;41.99;21.579999999999927;MK
MK-35;MK-35;Jegunovce;municipality;42.0794217;21.117762699999957;MK
MK-37;MK-37;Karbinci;municipality;41.8166667;22.237499999999955;MK
MK-38;MK-38;Karpoš;municipality;41.0274824;21.343911599999956;MK
MK-36;MK-36;Kavadarci;municipality;41.437111;22.00526000000002;MK
MK-40;MK-40;Kičevo;municipality;41.5177778;20.965555600000016;MK
MK-39;MK-39;Kisela Voda;municipality;41.981536;21.441476899999998;MK
MK-42;MK-42;Kočani;municipality;41.9166667;22.41666669999995;MK
MK-41;MK-41;Konče;municipality;41.4965779;22.382952599999953;MK
MK-43;MK-43;Kratovo;municipality;42.0812466;22.174318599999992;MK
MK-44;MK-44;Kriva Palanka;municipality;42.21349;22.331480000000056;MK
MK-45;MK-45;Krivogaštani;municipality;41.3358333;21.333055599999966;MK
MK-46;MK-46;Kruševo;municipality;41.3705595;21.25022230000002;MK
MK-47;MK-47;Kumanovo;municipality;42.133369;21.725840000000062;MK
MK-48;MK-48;Lipkovo;municipality;42.1561352;21.587074400000006;MK
MK-49;MK-49;Lozovo;municipality;41.7838889;21.90555560000007;MK
MK-51;MK-51;Makedonska Kamenica;municipality;42.0197222;22.59166670000002;MK
MK-52;MK-52;Makedonski Brod;municipality;41.5124006;21.215942499999983;MK
MK-50;MK-50;Mavrovo-i-Rostuša;municipality;;;MK
MK-53;MK-53;Mogila;municipality;41.1080556;21.37833330000001;MK
MK-54;MK-54;Negotino;municipality;41.49205;22.09353999999996;MK
MK-55;MK-55;Novaci;municipality;41.048776;21.465374999999995;MK
MK-56;MK-56;Novo Selo;municipality;41.4117903;22.879069999999956;MK
MK-58;MK-58;Ohrid;municipality;41.1169444;20.80166669999994;MK
MK-57;MK-57;Oslomej;municipality;41.5765727;20.99797890000002;MK
MK-60;MK-60;Pehčevo;municipality;41.7377691;22.892546100000004;MK
MK-59;MK-59;Petrovec;municipality;41.9388889;21.61500000000001;MK
MK-61;MK-61;Plasnica;municipality;41.4670541;21.12204780000002;MK
MK-62;MK-62;Prilep;municipality;41.35173;21.56214;MK
MK-63;MK-63;Probištip;municipality;42.0007459;22.18177019999996;MK
MK-64;MK-64;Radoviš;municipality;41.6361111;22.46666670000002;MK
MK-65;MK-65;Rankovce;municipality;42.1695387;22.11619500000006;MK
MK-66;MK-66;Resen;municipality;41.0888889;21.012222199999997;MK
MK-67;MK-67;Rosoman;municipality;41.52;21.950000000000045;MK
MK-68;MK-68;Saraj;municipality;41.9994052;21.324745000000007;MK
MK-83;MK-83;Štip;municipality;41.75;22.200000000000045;MK
MK-84;MK-84;Šuto Orizari;municipality;;;MK
MK-70;MK-70;Sopište;municipality;41.9488264;21.416923999999995;MK
MK-71;MK-71;Staro Nagoričane;municipality;42.2;21.829999999999927;MK
MK-72;MK-72;Struga;municipality;41.1775;20.678888899999947;MK
MK-73;MK-73;Strumica;municipality;41.441441;22.641830000000027;MK
MK-74;MK-74;Studeničani;municipality;41.9166667;21.53333329999998;MK
MK-69;MK-69;Sveti Nikole;municipality;41.8666667;21.950000000000045;MK
MK-75;MK-75;Tearce;municipality;42.0777511;21.053492300000016;MK
MK-76;MK-76;Tetovo;municipality;42.00864;20.974158999999986;MK
MK-10;MK-10;Valandovo;municipality;41.3169444;22.561111100000062;MK
MK-11;MK-11;Vasilevo;municipality;41.4758333;22.641666699999973;MK
MK-13;MK-13;Veles;municipality;41.73;21.779999999999973;MK
MK-12;MK-12;Vevčani;municipality;41.2402778;20.59305560000007;MK
MK-14;MK-14;Vinica;municipality;41.88649;22.507820000000038;MK
MK-15;MK-15;Vraneštica;municipality;41.4453257;21.025921700000026;MK
MK-16;MK-16;Vrapčište;municipality;41.8333333;20.883333300000004;MK
MK-31;MK-31;Zajas;municipality;41.6;20.93333329999996;MK
MK-32;MK-32;Zelenikovo;municipality;41.8831336;21.5893102;MK
MK-30;MK-30;Želino;municipality;41.9833333;21.06666670000004;MK
MK-33;MK-33;Zrnovci;municipality;41.8541667;22.444166699999982;MK
ML;ML;Mali;country;17.570692;-3.9961660000000165;
